"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"344703"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"318583"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"342787"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"166911"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"167719"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"306306"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"553352"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"298954"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"4428313"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"259993"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"592160"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"4415599"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"363305"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"4365141"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"766563"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"315506"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"565537"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"4482944"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"291149"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"540940"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"	"unclassified"
"4326573"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	"viridescens"
"1126009"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	"thailandensis"
"663969"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"unclassified"	"unclassified"
"299879"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"unclassified"	"unclassified"
"839282"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"unclassified"	"unclassified"
"298120"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"unclassified"	"unclassified"
"290235"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"851733"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"484444"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"coleohominis"
"685156"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mucosae"
"338757"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"mucosae"
"1757845"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"304724"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"plantarum"
"332486"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"unclassified"	"unclassified"
"625693"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"plantarum"
"4429553"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"unclassified"	"unclassified"
"4397708"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"unclassified"	"unclassified"
"17309"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"unclassified"	"unclassified"
"4431608"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"brevis"
"1722623"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"3879458"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"604966"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"3851582"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"142448"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"619224"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"84709"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"3200278"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"acidipiscis"
"4379247"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"1147868"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"132829"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"26608"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"133892"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"292057"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"4463108"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"ruminis"
"15202"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"169428"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"182758"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"318764"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"333726"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"518033"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"zeae"
"73609"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"zeae"
"4480189"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"zeae"
"107854"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"zeae"
"679245"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"846656"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"794205"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"4349891"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"288784"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"unclassified"
"192776"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"4414261"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"301921"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"4469032"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"325650"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"292364"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"unclassified"	"unclassified"	"unclassified"
"331738"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	"unclassified"
"162335"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"898207"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"4483015"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"1027587"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"1059729"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"521851"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"1696853"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"	"unclassified"
"4482377"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"unclassified"
"851630"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Facklamia"	"unclassified"
"516296"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Trichococcus"	"unclassified"
"258882"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"Gemella"	"unclassified"
"925707"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"unclassified"	"unclassified"
"1015143"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"unclassified"	"unclassified"
"1065569"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"unclassified"	"unclassified"
"1036749"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"unclassified"	"unclassified"
"858896"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"Gemellaceae"	"unclassified"	"unclassified"
"922239"	"Bacteria"	"Firmicutes"	"Bacilli"	"Gemellales"	"unclassified"	"unclassified"	"unclassified"
"297669"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Anaeroplasmatales"	"Anaeroplasmataceae"	"Anaeroplasma"	"unclassified"
"185593"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Anaeroplasmatales"	"Anaeroplasmataceae"	"unclassified"	"unclassified"
"4410640"	"Bacteria"	"Tenericutes"	"RF3"	"ML615J-28"	"unclassified"	"unclassified"	"unclassified"
"301294"	"Bacteria"	"Tenericutes"	"RF3"	"ML615J-28"	"unclassified"	"unclassified"	"unclassified"
"360268"	"Bacteria"	"Tenericutes"	"RF3"	"ML615J-28"	"unclassified"	"unclassified"	"unclassified"
"3232988"	"Bacteria"	"Tenericutes"	"RF3"	"ML615J-28"	"unclassified"	"unclassified"	"unclassified"
"178759"	"Bacteria"	"Tenericutes"	"RF3"	"ML615J-28"	"unclassified"	"unclassified"	"unclassified"
"569244"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4428714"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"874627"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"593868"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"907096"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1129069"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"259677"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4356269"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"531589"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4435309"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1062569"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"234959"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"836325"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"941087"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"352784"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"15700"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"276279"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"760428"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"279179"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4388068"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"921020"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"321762"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1046624"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4346168"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4413164"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"50779"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"229533"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"277047"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"323024"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4469164"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"308760"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"230132"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"336292"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1113282"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"898217"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1032415"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1108356"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4343981"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1144764"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"576761"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"3584772"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4349573"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"266198"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"514061"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"567437"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"913036"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"42395"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"319704"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4425280"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4334746"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"977628"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"3040916"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"805699"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1030770"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"587510"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1111522"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"574720"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"97000"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"235065"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"325489"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4308127"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"657491"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"266332"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"269619"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"525156"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"21652"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4305923"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"301109"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"329032"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"42538"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"234951"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"649732"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"229874"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"4349867"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"3943376"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"1100992"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"265925"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"910118"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"29625"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"292967"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"210102"	"Bacteria"	"Tenericutes"	"Mollicutes"	"RF39"	"unclassified"	"unclassified"	"unclassified"
"15806"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Ureaplasma"	"unclassified"
"773109"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	"unclassified"
"142935"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	"unclassified"
"368490"	"Bacteria"	"Firmicutes"	"Bacilli"	"Turicibacterales"	"Turicibacteraceae"	"Turicibacter"	"unclassified"
"341322"	"Bacteria"	"Firmicutes"	"Bacilli"	"Turicibacterales"	"Turicibacteraceae"	"Turicibacter"	"unclassified"
"214919"	"Bacteria"	"Firmicutes"	"Bacilli"	"Turicibacterales"	"Turicibacteraceae"	"Turicibacter"	"unclassified"
"248902"	"Bacteria"	"Firmicutes"	"Bacilli"	"Turicibacterales"	"Turicibacteraceae"	"Turicibacter"	"unclassified"
"347529"	"Bacteria"	"Firmicutes"	"Bacilli"	"Turicibacterales"	"Turicibacteraceae"	"Turicibacter"	"unclassified"
"259357"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Allobaculum"	"unclassified"
"170089"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Allobaculum"	"unclassified"
"4310326"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Allobaculum"	"unclassified"
"193623"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"297635"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"4295707"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"179620"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"193710"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"179018"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"4410938"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"189812"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"329820"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"182483"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"524884"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"biforme"
"43628"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"cylindroides"
"233573"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"cylindroides"
"1131759"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"unclassified"
"815422"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"unclassified"
"815356"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Eubacterium"	"unclassified"
"181074"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"cc_115"	"unclassified"
"362470"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"cc_115"	"unclassified"
"565289"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"cc_115"	"unclassified"
"807548"	"Bacteria"	"Firmicutes"	"Erysipelotrichi"	"Erysipelotrichales"	"Erysipelotrichaceae"	"cc_115"	"unclassified"
