Domain	Phylum	Class	Order	Family	Genus	Species
meta_mOTU_v2_6285	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5837	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6877	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7332	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5343	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5313	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6117	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6292	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6012	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5940	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7026	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7645	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7123	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6983	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7348	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7520	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5498	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:571
meta_mOTU_v2_7726	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6742	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:798
meta_mOTU_v2_7020	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:798
meta_mOTU_v2_5561	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7253	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5927	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7360	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6147	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7003	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:273
meta_mOTU_v2_5681	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:273
meta_mOTU_v2_7413	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6981	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6879	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7286	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5413	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7480	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5914	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:780
meta_mOTU_v2_5916	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5464	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:793
meta_mOTU_v2_7740	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5531	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6748	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5748	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6151	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6512	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7568	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:492
meta_mOTU_v2_6508	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_5761	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:921
meta_mOTU_v2_6001	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:465
meta_mOTU_v2_6476	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1219
meta_mOTU_v2_7304	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6089	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_6425	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
meta_mOTU_v2_7707	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7768	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7198	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:841
meta_mOTU_v2_6627	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:841
meta_mOTU_v2_7467	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5583	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7600	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7377	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:448
meta_mOTU_v2_6055	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:448
meta_mOTU_v2_7733	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7509	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6802	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unknown Clostridiaceae	unknown Clostridiaceae
meta_mOTU_v2_7124	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6416	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7070	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5922	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5591	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6342	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. CAG:390
meta_mOTU_v2_6887	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. CAG:390
meta_mOTU_v2_6183	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6107	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7753	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:724
meta_mOTU_v2_7686	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6897	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7153	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6530	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:382
ref_mOTU_v2_4449	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] methylpentosum
meta_mOTU_v2_7375	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7271	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6174	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
ref_mOTU_v2_4731	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	Ethanoligenens harbinense
meta_mOTU_v2_5777	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7281	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6120	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6251	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5961	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7429	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6465	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
ref_mOTU_v2_4234	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] leptum
meta_mOTU_v2_7371	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
ref_mOTU_v2_1829	Bacteria	Bacteria phylum incertae sedis	Bacteria class incertae sedis	Bacteria order incertae sedis	Bacteria fam. incertae sedis	Bacteria gen. incertae sedis	bacterium MS4
meta_mOTU_v2_5357	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	unknown Anaeromassilibacillus
meta_mOTU_v2_5656	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	unknown Anaeromassilibacillus
meta_mOTU_v2_6051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus sp. An200
ref_mOTU_v2_0378	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. [C JCD/MSTE9]
ref_mOTU_v2_1909	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] sporosphaeroides
meta_mOTU_v2_7104	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7575	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:557
meta_mOTU_v2_7087	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7752	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7449	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:202
ref_mOTU_v2_4720	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii
meta_mOTU_v2_7088	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:581
meta_mOTU_v2_6131	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:964
meta_mOTU_v2_6652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6975	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6856	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6140	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5968	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7115	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Neglecta timonensis
meta_mOTU_v2_7093	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus sp. An172
meta_mOTU_v2_6316	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6407	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5487	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6523	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6948	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes
meta_mOTU_v2_5482	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	Clostridiales bacterium 41_21_two_genomes
meta_mOTU_v2_7471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. CAG:528
meta_mOTU_v2_6377	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. CAG:528
meta_mOTU_v2_7690	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:678
meta_mOTU_v2_6024	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7451	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:217
meta_mOTU_v2_7202	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6821	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	unknown Dehalococcoidales	unknown Dehalococcoidales	unknown Dehalococcoidales
meta_mOTU_v2_6583	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	unknown Dehalococcoidales	unknown Dehalococcoidales	unknown Dehalococcoidales
meta_mOTU_v2_7565	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6091	Bacteria	Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes
meta_mOTU_v2_7022	Bacteria	Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes	unknown Firmicutes
meta_mOTU_v2_6664	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:177
meta_mOTU_v2_5453	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:177
meta_mOTU_v2_7152	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:413
meta_mOTU_v2_7553	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6867	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5728	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5807	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6700	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7186	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7173	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6011	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5340	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_5860	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_7401	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
ref_mOTU_v2_1379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
ref_mOTU_v2_4910	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
meta_mOTU_v2_7012	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7646	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6631	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
ref_mOTU_v2_4875	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
meta_mOTU_v2_5779	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
meta_mOTU_v2_5815	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
meta_mOTU_v2_7143	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
meta_mOTU_v2_7718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
ref_mOTU_v2_4211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
meta_mOTU_v2_7492	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unknown Faecalibacterium
meta_mOTU_v2_5363	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6905	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_5330	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6850	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_6478	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
ref_mOTU_v2_4208	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile
meta_mOTU_v2_6557	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7231	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_7652	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
ref_mOTU_v2_4738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
ref_mOTU_v2_2716	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. G3(2012)
ref_mOTU_v2_0884	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
meta_mOTU_v2_6835	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	unknown Anaerotruncus
meta_mOTU_v2_5382	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unknown Clostridiaceae	unknown Clostridiaceae
meta_mOTU_v2_5408	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown Clostridiales	unknown Clostridiales	unknown Clostridiales
meta_mOTU_v2_6789	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown Ruminococcaceae	unknown Ruminococcaceae
meta_mOTU_v2_5331	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown Clostridium
ref_mOTU_v2_3613	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ATCC 29733
